Parameters:,Emissivity:,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Distance:,1.0 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22.026,22.039,22.078,22.065,22.013,21.987,22,22.026,22.052,22.065,22.052,22.052,22.078,22.078,22.078,22.104,22.156,22.169,22.13,22.117,22.13,22.156,22.195,22.182,22.13,22.117,22.117,22.117,22.078,22.078,22.104,22.143,22.169,22.182,22.143,22.13,22.13,22.13,22.117,22.143,22.195,22.182,22.13,22.104,22.13,22.13,22.117,22.13,22.143,22.143,22.117,22.078,22.039,22.026,22.052,22.065,22.091,22.13,22.182,22.208,22.208,22.208,22.195,22.195,22.208,22.208,22.182,22.156,22.13,22.117,22.117,22.104,22.078,22.091,22.13,22.156,22.143,22.117,22.065,22.039,22.039,22.052,22.065,22.052,22.026,22,21.987,22.013,22.091,22.117,22.117,22.091,22.091,22.117,22.169,22.208,22.221,22.247,22.26,22.273,22.299,22.351,22.429,22.493,22.532,22.597,22.675,22.726,22.726,22.726,22.739,22.765,22.765,22.752,22.726,22.688,22.649,22.61,22.571,22.545,22.532,22.545,22.584,22.558,22.506,22.467,22.442,22.403,22.338,22.286,22.273,22.26,22.273,22.286,22.299,22.299,22.299,22.299,22.312,22.299,22.26,22.208,22.182,22.156,22.169,22.195,22.234,22.234,22.208,22.221,22.26,22.299,22.286,22.26,22.195,22.143,22.104,22.052,22,21.974,21.974,21.961,21.909,21.922,21.987,22.026,22.013,22.013,22.052,22.052,22.026,22.013,22,22.026,22.078,22.091,22.078,22.091,22.143,22.143,22.091,22.078,22.104,22.143,22.169,22.143,22.104,22.078,22.078,22.091,22.104,22.117,22.117,22.117,22.078,22.052,22.039,22.039,22.065,22.091,22.117,22.182,22.247,22.299,22.312,22.364,22.416,22.442,22.416,22.403,22.429,22.454,22.48,22.493,22.493,22.48,22.454,22.442,22.467,22.48,22.48,22.48,22.48,22.519,22.558,22.571,22.558,22.532,22.506,22.493,22.493,22.48,22.442,22.454,22.493,22.493,22.442,22.416,22.429,22.454,22.493,22.506,22.48,22.442,22.429,22.429,22.442,22.467,22.493,22.506,22.493,22.48,22.467,22.48,22.506,22.532,22.558,22.558,22.532,22.506,22.493,22.493,22.506,22.48,22.442,22.416,22.403,22.39,22.377,22.416,22.493,22.506,22.48,22.467,22.493,22.506,22.493,22.442,22.39,22.338,22.325,22.325,22.312,22.312,22.312,22.312,22.299,22.286,22.26,22.234,22.182,22.13,22.065,22.065,22.13,22.143,22.104,22.104,22.143,22.143,22.091,22.078,22.091,22.104,22.104,22.091,22.065,22.026,21.974,21.974,22.013,22.039,22.052,22.065,22.065,22.078,22.104,22.156,22.221,22.26
,22.026,22.052,22.104,22.091,22,21.961,22,22.039,22.078,22.091,22.104,22.104,22.117,22.117,22.117,22.13,22.156,22.156,22.13,22.13,22.156,22.169,22.169,22.156,22.143,22.13,22.143,22.13,22.117,22.117,22.143,22.156,22.169,22.169,22.156,22.143,22.13,22.117,22.117,22.13,22.156,22.156,22.143,22.143,22.156,22.143,22.117,22.117,22.143,22.143,22.104,22.065,22.039,22.039,22.078,22.091,22.117,22.143,22.195,22.208,22.208,22.208,22.195,22.195,22.208,22.195,22.156,22.13,22.117,22.117,22.143,22.13,22.091,22.091,22.13,22.156,22.169,22.117,22.052,22.013,22.039,22.052,22.039,22.026,22.013,22,21.987,22.013,22.065,22.104,22.117,22.117,22.104,22.117,22.182,22.221,22.26,22.286,22.299,22.312,22.338,22.403,22.48,22.545,22.597,22.662,22.752,22.778,22.739,22.739,22.765,22.778,22.765,22.739,22.713,22.7,22.688,22.649,22.571,22.519,22.506,22.519,22.571,22.571,22.506,22.454,22.429,22.377,22.312,22.273,22.26,22.286,22.299,22.299,22.273,22.273,22.299,22.312,22.299,22.286,22.26,22.234,22.182,22.169,22.182,22.195,22.195,22.195,22.182,22.195,22.247,22.299,22.312,22.273,22.195,22.13,22.091,22.052,22.013,22,22.013,21.987,21.948,21.935,21.987,22.013,22.013,22.026,22.052,22.052,22.013,21.987,21.974,22.013,22.078,22.117,22.117,22.143,22.156,22.143,22.104,22.091,22.104,22.143,22.182,22.156,22.078,22.052,22.091,22.104,22.091,22.104,22.117,22.104,22.078,22.065,22.078,22.052,22.026,22.052,22.13,22.208,22.26,22.299,22.312,22.351,22.403,22.442,22.442,22.429,22.403,22.429,22.493,22.519,22.519,22.506,22.506,22.506,22.506,22.506,22.519,22.532,22.519,22.532,22.558,22.558,22.545,22.519,22.506,22.493,22.48,22.454,22.429,22.454,22.506,22.506,22.442,22.416,22.416,22.454,22.493,22.493,22.454,22.429,22.416,22.442,22.467,22.506,22.532,22.532,22.506,22.493,22.519,22.519,22.519,22.545,22.584,22.584,22.558,22.519,22.467,22.454,22.467,22.467,22.454,22.454,22.454,22.442,22.442,22.442,22.454,22.467,22.48,22.493,22.493,22.506,22.506,22.467,22.39,22.338,22.338,22.338,22.338,22.325,22.299,22.286,22.273,22.26,22.234,22.221,22.208,22.156,22.078,22.078,22.143,22.156,22.117,22.104,22.143,22.13,22.091,22.065,22.065,22.078,22.091,22.078,22.039,22.013,22,22,22.013,22.026,22.052,22.052,22.052,22.078,22.143,22.182,22.221,22.234
,21.987,22.039,22.117,22.104,22.013,21.987,22.039,22.065,22.065,22.078,22.117,22.143,22.143,22.156,22.169,22.156,22.117,22.104,22.117,22.156,22.195,22.195,22.169,22.156,22.169,22.156,22.13,22.117,22.13,22.156,22.182,22.182,22.13,22.117,22.13,22.143,22.13,22.104,22.091,22.078,22.078,22.104,22.143,22.156,22.143,22.13,22.117,22.104,22.091,22.104,22.117,22.104,22.065,22.065,22.091,22.104,22.091,22.117,22.182,22.208,22.208,22.195,22.182,22.169,22.156,22.156,22.156,22.143,22.117,22.13,22.156,22.143,22.078,22.078,22.13,22.169,22.182,22.156,22.078,22.039,22.052,22.039,21.987,21.987,22.013,22.026,22.013,22.013,22.026,22.052,22.104,22.13,22.13,22.143,22.169,22.208,22.26,22.312,22.364,22.403,22.429,22.467,22.532,22.597,22.662,22.739,22.791,22.804,22.778,22.765,22.804,22.804,22.765,22.726,22.688,22.7,22.726,22.7,22.61,22.532,22.48,22.493,22.545,22.545,22.506,22.442,22.364,22.312,22.273,22.26,22.26,22.273,22.286,22.273,22.234,22.247,22.312,22.325,22.273,22.247,22.247,22.234,22.195,22.195,22.247,22.26,22.234,22.208,22.195,22.195,22.208,22.26,22.286,22.26,22.182,22.117,22.078,22.065,22.065,22.052,22.026,22.013,22,21.987,21.987,21.987,21.974,21.987,22,22.013,22.013,22.013,22.026,22.039,22.052,22.078,22.091,22.104,22.104,22.117,22.13,22.117,22.091,22.117,22.182,22.169,22.091,22.078,22.117,22.13,22.078,22.065,22.104,22.104,22.091,22.091,22.091,22.052,22,22.026,22.117,22.208,22.26,22.286,22.312,22.351,22.429,22.48,22.48,22.454,22.403,22.442,22.532,22.584,22.584,22.584,22.571,22.558,22.532,22.545,22.584,22.61,22.597,22.571,22.532,22.493,22.493,22.506,22.519,22.506,22.467,22.442,22.442,22.454,22.467,22.48,22.48,22.454,22.442,22.442,22.467,22.467,22.442,22.416,22.39,22.416,22.493,22.545,22.571,22.558,22.545,22.558,22.61,22.61,22.558,22.558,22.623,22.636,22.597,22.545,22.506,22.467,22.442,22.442,22.467,22.493,22.506,22.532,22.558,22.532,22.48,22.467,22.506,22.545,22.545,22.545,22.519,22.48,22.403,22.364,22.338,22.338,22.338,22.299,22.247,22.208,22.208,22.195,22.182,22.195,22.221,22.208,22.143,22.143,22.182,22.182,22.143,22.13,22.143,22.13,22.091,22.052,22.026,22.039,22.065,22.065,22.026,22.026,22.078,22.091,22.078,22.065,22.052,22.065,22.078,22.13,22.195,22.208,22.182,22.156
,21.987,22.026,22.078,22.065,22.013,22.013,22.065,22.091,22.078,22.078,22.104,22.117,22.13,22.156,22.169,22.156,22.117,22.104,22.13,22.169,22.195,22.195,22.169,22.156,22.182,22.169,22.143,22.13,22.143,22.169,22.195,22.169,22.104,22.091,22.13,22.143,22.13,22.117,22.104,22.065,22.039,22.065,22.117,22.143,22.104,22.091,22.104,22.091,22.065,22.078,22.117,22.117,22.104,22.104,22.117,22.117,22.091,22.104,22.156,22.195,22.221,22.208,22.169,22.143,22.13,22.143,22.156,22.156,22.143,22.143,22.169,22.143,22.104,22.091,22.13,22.169,22.195,22.182,22.13,22.091,22.052,22.013,21.974,21.974,22.013,22.039,22.039,22.013,21.987,22,22.078,22.117,22.13,22.143,22.182,22.221,22.273,22.338,22.403,22.454,22.506,22.532,22.558,22.61,22.688,22.752,22.791,22.791,22.791,22.791,22.804,22.804,22.778,22.739,22.688,22.675,22.688,22.662,22.597,22.532,22.493,22.506,22.532,22.532,22.467,22.39,22.312,22.273,22.247,22.247,22.26,22.26,22.273,22.247,22.208,22.221,22.299,22.299,22.234,22.208,22.234,22.247,22.221,22.234,22.286,22.299,22.273,22.234,22.221,22.208,22.208,22.221,22.26,22.234,22.169,22.117,22.091,22.091,22.091,22.065,22.026,22,21.987,21.974,21.948,21.948,21.961,21.961,21.974,21.987,22,22.026,22.039,22.039,22.039,22.052,22.078,22.078,22.065,22.091,22.143,22.143,22.104,22.117,22.156,22.156,22.104,22.091,22.13,22.117,22.078,22.052,22.065,22.078,22.091,22.104,22.104,22.065,22,22.013,22.104,22.195,22.247,22.286,22.312,22.377,22.442,22.493,22.506,22.467,22.429,22.442,22.532,22.597,22.61,22.61,22.61,22.597,22.571,22.584,22.636,22.649,22.61,22.571,22.545,22.519,22.493,22.506,22.532,22.532,22.493,22.467,22.467,22.467,22.454,22.454,22.48,22.48,22.467,22.454,22.454,22.454,22.467,22.454,22.429,22.467,22.545,22.61,22.61,22.61,22.623,22.636,22.675,22.662,22.61,22.597,22.636,22.649,22.61,22.571,22.545,22.493,22.454,22.454,22.493,22.532,22.545,22.584,22.649,22.623,22.532,22.506,22.545,22.584,22.597,22.571,22.519,22.48,22.442,22.39,22.351,22.325,22.299,22.273,22.221,22.182,22.182,22.169,22.169,22.182,22.208,22.208,22.169,22.156,22.182,22.182,22.156,22.13,22.117,22.104,22.091,22.065,22.026,22.026,22.052,22.065,22.065,22.065,22.091,22.104,22.104,22.091,22.078,22.078,22.117,22.182,22.234,22.221,22.169,22.13
,22.013,22.013,22,21.987,21.987,22.013,22.091,22.117,22.104,22.078,22.052,22.052,22.091,22.117,22.13,22.143,22.169,22.182,22.182,22.169,22.169,22.169,22.182,22.182,22.182,22.182,22.169,22.156,22.156,22.156,22.169,22.143,22.104,22.104,22.143,22.169,22.156,22.143,22.13,22.091,22.039,22.039,22.091,22.091,22.065,22.052,22.078,22.078,22.078,22.078,22.104,22.13,22.143,22.143,22.143,22.13,22.104,22.104,22.13,22.182,22.221,22.221,22.156,22.13,22.143,22.143,22.13,22.143,22.169,22.169,22.169,22.143,22.13,22.117,22.13,22.156,22.182,22.208,22.195,22.13,22.039,21.987,22,22.013,22.013,22.026,22.052,22.026,21.961,21.974,22.052,22.104,22.117,22.143,22.195,22.247,22.299,22.364,22.429,22.493,22.545,22.558,22.571,22.61,22.675,22.726,22.739,22.752,22.791,22.791,22.778,22.778,22.791,22.752,22.675,22.623,22.584,22.558,22.532,22.519,22.532,22.545,22.545,22.506,22.416,22.338,22.299,22.26,22.234,22.247,22.26,22.273,22.26,22.234,22.195,22.208,22.26,22.26,22.195,22.182,22.221,22.26,22.273,22.273,22.273,22.286,22.286,22.273,22.26,22.247,22.234,22.234,22.221,22.195,22.156,22.13,22.117,22.091,22.065,22.026,22,21.961,21.922,21.896,21.896,21.922,21.948,21.974,21.974,21.974,21.987,22,22.013,22.026,22.039,22.039,22.065,22.052,22.052,22.091,22.156,22.182,22.143,22.13,22.13,22.13,22.13,22.117,22.104,22.091,22.091,22.052,22.013,22.026,22.078,22.117,22.117,22.091,22.039,22.039,22.091,22.156,22.221,22.286,22.338,22.39,22.429,22.467,22.493,22.48,22.442,22.454,22.506,22.545,22.571,22.597,22.61,22.61,22.61,22.636,22.662,22.636,22.571,22.558,22.597,22.597,22.545,22.532,22.545,22.558,22.545,22.532,22.519,22.493,22.467,22.454,22.467,22.48,22.506,22.493,22.48,22.48,22.519,22.545,22.545,22.584,22.636,22.675,22.688,22.7,22.726,22.713,22.7,22.675,22.675,22.649,22.636,22.61,22.597,22.584,22.558,22.519,22.493,22.506,22.545,22.558,22.558,22.61,22.688,22.688,22.61,22.571,22.584,22.597,22.623,22.584,22.506,22.467,22.467,22.429,22.364,22.312,22.273,22.247,22.234,22.208,22.195,22.182,22.195,22.195,22.195,22.169,22.13,22.117,22.143,22.143,22.13,22.117,22.091,22.078,22.078,22.078,22.065,22.052,22.052,22.091,22.156,22.143,22.052,22.039,22.091,22.117,22.091,22.117,22.156,22.208,22.247,22.234,22.182,22.156
,22.013,21.987,21.948,21.935,21.961,22.013,22.078,22.104,22.104,22.078,22.039,22.039,22.078,22.104,22.13,22.169,22.221,22.234,22.208,22.182,22.169,22.169,22.195,22.208,22.208,22.195,22.195,22.182,22.169,22.169,22.169,22.156,22.143,22.143,22.156,22.169,22.169,22.156,22.156,22.13,22.091,22.091,22.104,22.091,22.052,22.039,22.052,22.078,22.078,22.091,22.117,22.13,22.143,22.143,22.143,22.117,22.091,22.091,22.117,22.156,22.195,22.195,22.156,22.13,22.13,22.13,22.117,22.143,22.195,22.208,22.182,22.156,22.156,22.143,22.13,22.13,22.169,22.195,22.195,22.143,22.052,22.013,22.013,22.026,22.013,22.026,22.039,22.026,22,22,22.039,22.065,22.065,22.117,22.208,22.286,22.338,22.403,22.467,22.519,22.558,22.584,22.597,22.636,22.688,22.713,22.713,22.739,22.791,22.791,22.752,22.752,22.778,22.765,22.688,22.597,22.532,22.493,22.493,22.506,22.506,22.532,22.545,22.493,22.403,22.338,22.312,22.299,22.26,22.26,22.273,22.26,22.234,22.221,22.208,22.234,22.26,22.26,22.208,22.195,22.208,22.234,22.26,22.26,22.247,22.26,22.286,22.286,22.26,22.26,22.26,22.247,22.234,22.221,22.195,22.169,22.13,22.091,22.039,22,21.961,21.909,21.882,21.882,21.909,21.948,21.974,21.974,21.961,21.961,21.974,21.987,22,22.013,22.026,22.039,22.026,22.026,22.039,22.091,22.156,22.182,22.156,22.143,22.13,22.13,22.117,22.091,22.065,22.065,22.091,22.078,22.039,22.039,22.078,22.104,22.078,22.052,22.052,22.065,22.091,22.143,22.208,22.273,22.351,22.39,22.403,22.442,22.493,22.493,22.454,22.454,22.493,22.519,22.545,22.571,22.597,22.61,22.636,22.649,22.649,22.623,22.597,22.597,22.623,22.623,22.584,22.571,22.584,22.597,22.597,22.597,22.584,22.545,22.506,22.467,22.454,22.48,22.532,22.558,22.545,22.558,22.584,22.623,22.662,22.688,22.7,22.726,22.765,22.804,22.804,22.791,22.752,22.726,22.726,22.7,22.662,22.61,22.571,22.545,22.532,22.519,22.532,22.545,22.571,22.584,22.584,22.636,22.7,22.726,22.688,22.649,22.623,22.623,22.623,22.584,22.493,22.454,22.442,22.416,22.377,22.338,22.312,22.299,22.286,22.26,22.221,22.221,22.234,22.234,22.234,22.182,22.13,22.104,22.13,22.143,22.13,22.117,22.104,22.091,22.078,22.065,22.078,22.078,22.078,22.13,22.208,22.169,22.052,22.013,22.078,22.117,22.117,22.13,22.156,22.182,22.208,22.208,22.169,22.143
,21.987,21.974,21.935,21.922,21.948,21.987,22.039,22.065,22.078,22.078,22.065,22.078,22.117,22.143,22.182,22.208,22.247,22.247,22.208,22.182,22.195,22.208,22.208,22.221,22.234,22.234,22.208,22.195,22.195,22.195,22.195,22.195,22.195,22.182,22.169,22.169,22.169,22.169,22.169,22.169,22.169,22.169,22.182,22.156,22.078,22.039,22.052,22.065,22.091,22.104,22.13,22.13,22.117,22.104,22.104,22.091,22.065,22.065,22.117,22.143,22.143,22.143,22.143,22.13,22.091,22.091,22.13,22.182,22.221,22.221,22.195,22.182,22.182,22.156,22.13,22.13,22.143,22.143,22.13,22.117,22.091,22.052,22.026,22.013,22.026,22.026,22.026,22.039,22.065,22.052,22.026,22.026,22.039,22.104,22.221,22.325,22.39,22.454,22.506,22.545,22.571,22.61,22.636,22.688,22.726,22.739,22.726,22.739,22.791,22.791,22.752,22.752,22.765,22.752,22.688,22.597,22.532,22.493,22.493,22.48,22.454,22.467,22.519,22.506,22.429,22.377,22.364,22.338,22.299,22.286,22.286,22.26,22.208,22.195,22.247,22.273,22.299,22.299,22.286,22.247,22.195,22.182,22.208,22.221,22.221,22.234,22.26,22.26,22.247,22.247,22.26,22.286,22.299,22.286,22.26,22.195,22.13,22.078,22.039,21.987,21.922,21.882,21.896,21.935,22,22.013,22,21.961,21.948,21.935,21.948,21.974,21.987,22.013,22.026,22.026,22,22,22.039,22.091,22.13,22.143,22.143,22.143,22.156,22.13,22.091,22.065,22.039,22.039,22.078,22.104,22.117,22.117,22.104,22.065,22,21.987,22.039,22.078,22.104,22.13,22.182,22.26,22.338,22.377,22.39,22.429,22.493,22.506,22.454,22.454,22.506,22.532,22.532,22.545,22.571,22.61,22.636,22.636,22.61,22.636,22.688,22.675,22.61,22.584,22.597,22.61,22.623,22.623,22.623,22.636,22.649,22.61,22.545,22.493,22.467,22.493,22.571,22.623,22.649,22.649,22.649,22.688,22.752,22.765,22.752,22.778,22.856,22.881,22.868,22.856,22.843,22.817,22.778,22.739,22.713,22.649,22.558,22.493,22.467,22.493,22.545,22.571,22.571,22.584,22.623,22.675,22.713,22.739,22.726,22.7,22.675,22.649,22.61,22.558,22.493,22.429,22.377,22.351,22.364,22.39,22.403,22.39,22.364,22.312,22.273,22.247,22.26,22.286,22.299,22.26,22.156,22.13,22.182,22.195,22.169,22.143,22.143,22.13,22.078,22.065,22.065,22.091,22.117,22.156,22.195,22.169,22.078,22.039,22.065,22.104,22.13,22.13,22.104,22.104,22.143,22.143,22.117,22.091
,22,21.961,21.909,21.922,21.974,22.026,22.039,22.052,22.065,22.078,22.091,22.117,22.169,22.208,22.234,22.247,22.247,22.234,22.221,22.221,22.221,22.221,22.195,22.208,22.234,22.234,22.208,22.182,22.169,22.182,22.221,22.221,22.208,22.182,22.182,22.182,22.208,22.208,22.195,22.182,22.182,22.195,22.195,22.169,22.104,22.065,22.078,22.091,22.104,22.13,22.143,22.143,22.117,22.104,22.13,22.104,22.065,22.078,22.117,22.143,22.143,22.143,22.169,22.143,22.104,22.104,22.143,22.195,22.221,22.234,22.208,22.195,22.195,22.169,22.13,22.13,22.143,22.156,22.143,22.117,22.104,22.065,22.026,22.013,22.026,22.039,22.039,22.052,22.091,22.091,22.039,22.026,22.078,22.156,22.273,22.364,22.442,22.493,22.532,22.571,22.61,22.649,22.675,22.713,22.765,22.778,22.752,22.765,22.804,22.804,22.778,22.752,22.765,22.739,22.688,22.61,22.545,22.519,22.519,22.506,22.467,22.467,22.506,22.48,22.403,22.364,22.364,22.338,22.299,22.273,22.286,22.273,22.234,22.234,22.26,22.286,22.299,22.312,22.312,22.273,22.221,22.195,22.208,22.221,22.221,22.234,22.26,22.273,22.247,22.247,22.26,22.286,22.338,22.325,22.273,22.208,22.13,22.078,22.026,21.974,21.909,21.896,21.922,21.961,22.013,22.013,21.974,21.935,21.909,21.922,21.948,21.974,22,22.013,22.039,22.039,22,22,22.052,22.091,22.104,22.104,22.117,22.13,22.13,22.13,22.104,22.078,22.039,22.052,22.091,22.143,22.182,22.169,22.117,22.052,22,22,22.039,22.078,22.104,22.143,22.182,22.234,22.312,22.351,22.364,22.39,22.454,22.48,22.467,22.493,22.532,22.545,22.532,22.545,22.571,22.597,22.61,22.61,22.61,22.662,22.726,22.713,22.623,22.584,22.597,22.623,22.636,22.636,22.623,22.623,22.649,22.636,22.584,22.532,22.506,22.532,22.584,22.649,22.688,22.713,22.713,22.752,22.83,22.868,22.856,22.894,22.946,22.959,22.907,22.881,22.894,22.868,22.804,22.752,22.713,22.649,22.545,22.493,22.493,22.532,22.584,22.597,22.597,22.61,22.675,22.713,22.752,22.752,22.726,22.713,22.713,22.675,22.61,22.545,22.493,22.429,22.364,22.351,22.377,22.403,22.429,22.429,22.377,22.325,22.286,22.273,22.299,22.325,22.351,22.299,22.182,22.156,22.221,22.221,22.169,22.143,22.169,22.169,22.143,22.117,22.091,22.091,22.104,22.143,22.156,22.143,22.104,22.065,22.065,22.091,22.13,22.13,22.091,22.078,22.104,22.117,22.104,22.091
,22.039,21.987,21.882,21.909,22.039,22.104,22.065,22.052,22.065,22.078,22.104,22.143,22.208,22.247,22.26,22.234,22.221,22.221,22.26,22.26,22.234,22.208,22.182,22.195,22.208,22.221,22.208,22.182,22.143,22.156,22.221,22.234,22.169,22.143,22.169,22.221,22.26,22.247,22.208,22.169,22.143,22.156,22.156,22.143,22.117,22.104,22.117,22.13,22.143,22.156,22.169,22.156,22.143,22.143,22.182,22.169,22.13,22.104,22.13,22.156,22.182,22.195,22.195,22.169,22.143,22.143,22.169,22.195,22.221,22.221,22.195,22.182,22.182,22.169,22.13,22.143,22.169,22.195,22.195,22.156,22.078,22.026,22.013,22.013,22.039,22.052,22.065,22.078,22.091,22.078,22.065,22.104,22.182,22.273,22.351,22.416,22.467,22.506,22.532,22.597,22.662,22.7,22.7,22.726,22.778,22.804,22.791,22.804,22.83,22.843,22.804,22.778,22.752,22.713,22.675,22.623,22.571,22.545,22.558,22.558,22.532,22.519,22.506,22.454,22.351,22.312,22.312,22.299,22.247,22.234,22.26,22.286,22.312,22.299,22.273,22.273,22.286,22.299,22.299,22.286,22.26,22.247,22.247,22.247,22.247,22.273,22.299,22.299,22.286,22.26,22.247,22.273,22.325,22.312,22.247,22.182,22.143,22.091,22.013,21.961,21.935,21.935,21.948,21.961,21.961,21.948,21.909,21.882,21.882,21.909,21.961,22,22,22.026,22.065,22.065,22.039,22.039,22.065,22.078,22.078,22.078,22.104,22.091,22.078,22.091,22.143,22.13,22.065,22.065,22.13,22.182,22.182,22.156,22.091,22.065,22.078,22.078,22.065,22.065,22.104,22.143,22.182,22.221,22.286,22.325,22.338,22.351,22.364,22.416,22.493,22.545,22.558,22.558,22.545,22.571,22.61,22.597,22.558,22.571,22.662,22.7,22.7,22.675,22.662,22.623,22.584,22.584,22.61,22.623,22.584,22.584,22.61,22.61,22.597,22.584,22.558,22.571,22.597,22.649,22.688,22.726,22.765,22.83,22.92,22.985,23.023,23.049,23.049,23.023,22.959,22.907,22.881,22.856,22.804,22.739,22.662,22.597,22.545,22.545,22.584,22.623,22.636,22.649,22.649,22.675,22.713,22.765,22.791,22.778,22.726,22.7,22.713,22.675,22.597,22.532,22.493,22.454,22.416,22.403,22.39,22.39,22.403,22.39,22.338,22.299,22.273,22.286,22.338,22.364,22.351,22.286,22.221,22.195,22.234,22.221,22.143,22.117,22.156,22.208,22.247,22.208,22.13,22.078,22.078,22.091,22.117,22.13,22.117,22.091,22.065,22.078,22.117,22.13,22.117,22.117,22.117,22.117,22.117,22.13
,22.052,22,21.922,21.948,22.065,22.13,22.104,22.078,22.078,22.078,22.104,22.156,22.221,22.247,22.234,22.221,22.208,22.221,22.273,22.273,22.221,22.195,22.208,22.208,22.221,22.234,22.234,22.208,22.156,22.169,22.247,22.234,22.169,22.143,22.195,22.234,22.273,22.26,22.221,22.182,22.156,22.156,22.182,22.182,22.156,22.143,22.156,22.156,22.169,22.156,22.156,22.143,22.117,22.13,22.182,22.195,22.156,22.143,22.156,22.182,22.208,22.221,22.208,22.195,22.182,22.169,22.143,22.156,22.195,22.195,22.169,22.143,22.143,22.13,22.13,22.156,22.182,22.208,22.208,22.156,22.078,22.026,22,22,22,22.026,22.052,22.065,22.065,22.091,22.13,22.195,22.273,22.338,22.403,22.454,22.506,22.532,22.545,22.597,22.688,22.739,22.739,22.765,22.804,22.83,22.83,22.843,22.843,22.843,22.817,22.778,22.713,22.662,22.61,22.584,22.558,22.558,22.558,22.558,22.545,22.519,22.48,22.429,22.377,22.338,22.325,22.286,22.247,22.234,22.26,22.299,22.325,22.325,22.286,22.273,22.273,22.286,22.273,22.273,22.273,22.273,22.26,22.26,22.286,22.299,22.312,22.312,22.299,22.273,22.247,22.26,22.299,22.286,22.208,22.169,22.143,22.104,22.039,21.987,21.961,21.948,21.935,21.935,21.935,21.922,21.909,21.896,21.896,21.935,21.974,22,22,22.026,22.078,22.091,22.078,22.065,22.078,22.078,22.065,22.052,22.052,22.052,22.039,22.078,22.143,22.143,22.078,22.065,22.117,22.156,22.156,22.13,22.078,22.078,22.104,22.104,22.052,22.052,22.091,22.13,22.182,22.234,22.299,22.338,22.351,22.338,22.338,22.377,22.48,22.545,22.558,22.558,22.558,22.571,22.597,22.584,22.545,22.584,22.675,22.726,22.7,22.675,22.675,22.649,22.597,22.584,22.61,22.61,22.597,22.584,22.597,22.61,22.61,22.61,22.584,22.584,22.61,22.675,22.739,22.791,22.83,22.894,22.985,23.062,23.126,23.152,23.126,23.075,22.998,22.933,22.881,22.843,22.791,22.713,22.623,22.558,22.545,22.584,22.649,22.688,22.675,22.688,22.713,22.739,22.752,22.778,22.817,22.804,22.739,22.688,22.688,22.649,22.571,22.519,22.48,22.467,22.467,22.429,22.39,22.377,22.39,22.364,22.325,22.299,22.286,22.312,22.351,22.351,22.325,22.273,22.247,22.234,22.247,22.221,22.143,22.117,22.156,22.208,22.26,22.234,22.156,22.104,22.078,22.104,22.143,22.169,22.169,22.143,22.117,22.104,22.117,22.117,22.117,22.117,22.13,22.13,22.143,22.143
