Parameters:,Emissivity:,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Distance:,1.0 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23.96,23.973,23.986,23.986,23.973,23.96,23.96,23.973,23.986,23.986,23.973,23.973,23.973,23.973,23.986,23.998,24.024,24.024,23.998,23.998,24.024,24.037,24.024,24.024,24.037,24.037,24.024,24.011,23.998,23.96,23.896,23.883,23.922,23.947,23.947,23.947,23.96,23.998,24.062,24.113,24.139,24.113,24.088,24.113,24.177,24.215,24.215,24.215,24.253,24.266,24.266,24.266,24.241,24.253,24.292,24.279,24.228,24.215,24.253,24.266,24.253,24.215,24.177,24.139,24.139,24.139,24.126,24.139,24.151,24.19,24.215,24.228,24.241,24.241,24.253,24.279,24.292,24.304,24.317,24.343,24.355,24.355,24.355,24.381,24.419,24.419,24.381,24.393,24.457,24.482,24.47,24.457,24.457,24.47,24.495,24.495,24.482,24.482,24.495,24.508,24.521,24.521,24.495,24.444,24.406,24.406,24.432,24.457,24.457,24.47,24.495,24.508,24.495,24.521,24.559,24.571,24.571,24.533,24.482,24.457,24.47,24.495,24.508,24.482,24.444,24.393,24.355,24.317,24.292,24.266,24.215,24.177,24.126,24.062,24.011,23.96,23.934,23.896,23.845,23.832,23.845,23.819,23.755,23.73,23.755,23.743,23.704,23.691,23.717,23.717,23.679,23.679,23.691,23.717,23.743,23.768,23.794,23.794,23.768,23.755,23.768,23.794,23.845,23.858,23.845,23.858,23.896,23.858,23.781,23.743,23.781,23.794,23.768,23.794,23.858,23.896,23.922,23.973,24.062,24.139,24.19,24.253,24.33,24.368,24.393,24.457,24.546,24.597,24.584,24.584,24.584,24.559,24.482,24.432,24.432,24.419,24.393,24.419,24.482,24.508,24.482,24.495,24.546,24.673,24.85,24.99,25.078,25.154,25.204,25.192,25.141,25.129,25.166,25.204,25.255,25.293,25.318,25.255,25.116,25.04,25.015,24.99,24.952,24.926,24.901,24.876,24.85,24.787,24.724,24.686,24.673,24.647,24.609,24.559,24.533,24.533,24.559,24.546,24.495,24.482,24.521,24.495,24.432,24.419,24.47,24.482,24.432,24.381,24.355,24.343,24.33,24.292,24.228,24.202,24.202,24.19,24.177,24.164,24.151,24.139,24.126,24.139,24.164,24.164,24.139,24.113,24.113,24.126,24.139,24.126,24.1,24.088,24.113,24.126,24.139,24.151,24.164,24.164,24.164,24.164,24.164,24.177,24.202,24.215,24.228,24.228,24.215,24.215,24.215,24.215,24.228,24.266,24.304,24.317,24.33,24.304,24.266,24.228,24.202,24.19,24.19,24.202,24.228,24.228,24.228,24.241,24.228,24.215,24.177,24.151,24.139,24.126,24.1,24.075,24.037,24.037,24.088,24.113,24.126,24.126
,23.934,23.934,23.947,23.947,23.934,23.934,23.934,23.96,23.973,23.973,23.947,23.947,23.96,23.973,23.986,24.011,24.049,24.037,24.011,24.011,24.024,24.037,24.037,24.049,24.049,24.062,24.075,24.049,23.998,23.947,23.922,23.922,23.947,23.96,23.934,23.934,23.973,24.011,24.062,24.1,24.113,24.113,24.1,24.113,24.177,24.202,24.202,24.215,24.241,24.279,24.317,24.304,24.253,24.241,24.292,24.292,24.266,24.253,24.266,24.292,24.292,24.279,24.228,24.202,24.19,24.202,24.228,24.241,24.253,24.253,24.241,24.241,24.228,24.241,24.279,24.304,24.33,24.343,24.368,24.393,24.406,24.393,24.368,24.393,24.457,24.457,24.393,24.393,24.457,24.508,24.495,24.495,24.495,24.495,24.521,24.521,24.508,24.495,24.495,24.508,24.546,24.546,24.508,24.47,24.432,24.432,24.47,24.508,24.521,24.533,24.533,24.533,24.521,24.546,24.584,24.609,24.609,24.584,24.521,24.508,24.546,24.559,24.546,24.521,24.482,24.432,24.393,24.368,24.355,24.343,24.304,24.253,24.19,24.113,24.037,23.998,23.973,23.934,23.871,23.845,23.858,23.845,23.807,23.781,23.768,23.743,23.704,23.691,23.717,23.73,23.73,23.73,23.743,23.755,23.768,23.781,23.794,23.794,23.794,23.794,23.794,23.819,23.871,23.883,23.883,23.909,23.947,23.922,23.819,23.768,23.781,23.794,23.807,23.832,23.883,23.922,23.96,24.011,24.075,24.139,24.202,24.292,24.368,24.419,24.432,24.482,24.571,24.609,24.584,24.571,24.584,24.533,24.444,24.393,24.393,24.393,24.393,24.444,24.533,24.571,24.571,24.609,24.698,24.825,24.964,25.065,25.091,25.129,25.154,25.141,25.116,25.141,25.204,25.28,25.33,25.343,25.33,25.28,25.179,25.103,25.04,25.002,24.977,24.964,24.952,24.939,24.914,24.863,24.787,24.724,24.673,24.647,24.635,24.609,24.584,24.571,24.584,24.559,24.521,24.521,24.571,24.559,24.482,24.457,24.508,24.521,24.482,24.444,24.393,24.368,24.33,24.304,24.266,24.241,24.215,24.19,24.177,24.164,24.164,24.151,24.151,24.177,24.228,24.228,24.202,24.177,24.164,24.164,24.19,24.19,24.177,24.151,24.151,24.151,24.151,24.164,24.164,24.177,24.177,24.177,24.177,24.19,24.215,24.241,24.266,24.266,24.266,24.241,24.228,24.228,24.253,24.279,24.292,24.33,24.343,24.33,24.279,24.241,24.215,24.202,24.202,24.215,24.228,24.241,24.241,24.228,24.228,24.202,24.164,24.139,24.126,24.113,24.1,24.075,24.062,24.075,24.113,24.139,24.126,24.126
,23.909,23.922,23.922,23.922,23.922,23.934,23.96,23.973,23.986,23.973,23.96,23.947,23.947,23.96,23.986,23.998,24.011,23.998,23.986,23.986,24.037,24.075,24.1,24.088,24.049,24.062,24.1,24.088,24.037,23.986,23.96,23.96,23.973,23.947,23.896,23.909,23.986,24.037,24.037,24.037,24.024,24.037,24.088,24.139,24.177,24.202,24.215,24.241,24.253,24.292,24.33,24.317,24.266,24.253,24.317,24.355,24.355,24.33,24.304,24.304,24.33,24.343,24.317,24.279,24.253,24.279,24.33,24.355,24.33,24.292,24.266,24.241,24.215,24.253,24.317,24.355,24.368,24.368,24.393,24.444,24.495,24.482,24.419,24.419,24.482,24.495,24.457,24.432,24.444,24.482,24.521,24.533,24.508,24.495,24.495,24.508,24.521,24.521,24.508,24.521,24.559,24.546,24.495,24.495,24.546,24.571,24.559,24.546,24.571,24.584,24.609,24.609,24.584,24.584,24.609,24.622,24.622,24.609,24.584,24.584,24.584,24.597,24.597,24.584,24.533,24.482,24.432,24.406,24.393,24.393,24.393,24.343,24.241,24.151,24.075,24.024,24.011,23.986,23.947,23.909,23.858,23.858,23.871,23.845,23.768,23.73,23.73,23.73,23.717,23.73,23.755,23.794,23.819,23.819,23.794,23.755,23.743,23.755,23.794,23.832,23.845,23.871,23.871,23.883,23.909,23.934,23.947,23.922,23.858,23.819,23.807,23.807,23.832,23.858,23.909,23.96,24.011,24.062,24.113,24.164,24.215,24.292,24.381,24.432,24.432,24.482,24.571,24.597,24.571,24.546,24.546,24.495,24.419,24.381,24.406,24.419,24.419,24.495,24.609,24.673,24.698,24.762,24.85,24.99,25.141,25.217,25.179,25.141,25.129,25.116,25.116,25.192,25.293,25.381,25.419,25.393,25.33,25.28,25.255,25.192,25.091,25.04,25.027,25.002,24.99,24.99,25.002,24.939,24.812,24.724,24.698,24.673,24.647,24.635,24.647,24.635,24.597,24.559,24.546,24.584,24.635,24.622,24.559,24.521,24.521,24.521,24.521,24.495,24.444,24.393,24.355,24.317,24.292,24.253,24.228,24.215,24.215,24.202,24.19,24.19,24.19,24.228,24.253,24.266,24.241,24.228,24.228,24.241,24.266,24.279,24.266,24.253,24.228,24.202,24.177,24.164,24.164,24.177,24.19,24.19,24.177,24.19,24.228,24.266,24.304,24.33,24.33,24.304,24.279,24.266,24.266,24.279,24.279,24.317,24.368,24.355,24.292,24.241,24.228,24.228,24.241,24.241,24.253,24.266,24.279,24.266,24.241,24.202,24.177,24.151,24.151,24.126,24.113,24.113,24.139,24.151,24.151,24.151,24.151,24.151
,23.922,23.909,23.909,23.896,23.896,23.922,23.96,23.986,23.986,23.986,23.986,23.986,23.973,23.986,23.998,24.011,24.011,23.986,23.96,23.986,24.037,24.088,24.113,24.1,24.062,24.075,24.113,24.113,24.062,24.024,24.011,23.998,23.998,23.96,23.909,23.922,23.998,24.024,24.011,23.986,23.986,24.024,24.1,24.151,24.177,24.202,24.241,24.266,24.279,24.292,24.304,24.304,24.292,24.292,24.33,24.368,24.381,24.355,24.304,24.317,24.368,24.406,24.393,24.368,24.317,24.33,24.381,24.406,24.381,24.343,24.304,24.279,24.266,24.304,24.393,24.432,24.406,24.406,24.432,24.47,24.533,24.521,24.482,24.482,24.521,24.533,24.508,24.482,24.457,24.47,24.508,24.533,24.521,24.508,24.495,24.495,24.533,24.546,24.533,24.546,24.584,24.571,24.521,24.533,24.597,24.622,24.609,24.597,24.597,24.622,24.647,24.647,24.635,24.622,24.635,24.647,24.647,24.66,24.66,24.647,24.622,24.622,24.622,24.597,24.559,24.521,24.495,24.482,24.47,24.47,24.444,24.381,24.279,24.177,24.1,24.049,24.024,23.998,23.973,23.934,23.883,23.871,23.883,23.858,23.768,23.743,23.768,23.781,23.755,23.768,23.794,23.832,23.845,23.832,23.781,23.743,23.743,23.755,23.794,23.832,23.871,23.883,23.871,23.883,23.896,23.909,23.909,23.896,23.883,23.845,23.819,23.819,23.858,23.909,23.973,24.024,24.037,24.075,24.126,24.177,24.228,24.304,24.393,24.432,24.432,24.47,24.546,24.584,24.546,24.521,24.508,24.457,24.381,24.368,24.406,24.444,24.482,24.571,24.698,24.787,24.838,24.914,25.027,25.166,25.318,25.343,25.267,25.192,25.141,25.129,25.141,25.217,25.33,25.419,25.456,25.431,25.356,25.318,25.293,25.242,25.141,25.078,25.065,25.04,25.015,25.015,25.04,24.977,24.863,24.787,24.787,24.762,24.698,24.698,24.711,24.698,24.622,24.584,24.597,24.622,24.647,24.647,24.635,24.597,24.559,24.559,24.571,24.546,24.508,24.457,24.419,24.381,24.343,24.304,24.279,24.266,24.266,24.253,24.241,24.241,24.241,24.253,24.266,24.279,24.279,24.279,24.292,24.317,24.33,24.33,24.33,24.317,24.279,24.241,24.215,24.202,24.202,24.202,24.215,24.228,24.228,24.228,24.241,24.266,24.317,24.355,24.355,24.343,24.317,24.292,24.279,24.279,24.279,24.317,24.368,24.368,24.304,24.253,24.241,24.241,24.241,24.253,24.253,24.266,24.266,24.253,24.215,24.177,24.164,24.151,24.139,24.139,24.151,24.164,24.164,24.177,24.202,24.202,24.177,24.177
,23.934,23.922,23.883,23.858,23.871,23.896,23.947,23.973,23.96,23.986,24.011,24.037,24.024,24.037,24.049,24.049,24.024,23.998,23.973,23.986,24.037,24.075,24.088,24.088,24.088,24.1,24.139,24.126,24.088,24.062,24.062,24.062,24.049,24.024,23.986,23.973,23.998,23.998,23.973,23.986,24.024,24.062,24.113,24.151,24.177,24.215,24.266,24.292,24.292,24.279,24.253,24.266,24.317,24.343,24.33,24.33,24.33,24.317,24.304,24.343,24.406,24.457,24.47,24.444,24.393,24.368,24.368,24.393,24.406,24.406,24.381,24.355,24.355,24.406,24.495,24.508,24.457,24.432,24.457,24.482,24.508,24.533,24.546,24.559,24.584,24.584,24.546,24.521,24.508,24.495,24.482,24.495,24.521,24.533,24.521,24.521,24.559,24.584,24.571,24.584,24.609,24.609,24.584,24.571,24.559,24.584,24.622,24.635,24.635,24.622,24.635,24.647,24.673,24.673,24.66,24.673,24.711,24.724,24.724,24.698,24.673,24.635,24.597,24.571,24.559,24.559,24.559,24.571,24.571,24.533,24.457,24.381,24.304,24.215,24.113,24.049,24.024,23.998,23.96,23.922,23.909,23.883,23.871,23.832,23.781,23.781,23.832,23.845,23.819,23.819,23.845,23.845,23.832,23.794,23.755,23.743,23.781,23.807,23.807,23.832,23.871,23.883,23.871,23.871,23.871,23.871,23.858,23.858,23.883,23.858,23.832,23.832,23.896,23.986,24.062,24.075,24.024,24.037,24.113,24.202,24.279,24.343,24.406,24.432,24.444,24.47,24.521,24.546,24.533,24.508,24.482,24.432,24.355,24.343,24.393,24.457,24.546,24.66,24.8,24.901,24.952,25.065,25.204,25.356,25.456,25.444,25.33,25.242,25.192,25.166,25.166,25.204,25.293,25.381,25.444,25.456,25.419,25.368,25.318,25.255,25.179,25.129,25.091,25.065,25.04,25.027,25.027,25.002,24.939,24.914,24.914,24.876,24.8,24.762,24.762,24.736,24.673,24.647,24.647,24.635,24.622,24.647,24.686,24.686,24.635,24.609,24.609,24.597,24.584,24.559,24.533,24.482,24.432,24.381,24.355,24.33,24.304,24.292,24.304,24.304,24.304,24.292,24.266,24.266,24.304,24.33,24.355,24.368,24.343,24.343,24.343,24.33,24.304,24.292,24.279,24.266,24.253,24.253,24.279,24.292,24.304,24.279,24.241,24.241,24.292,24.33,24.343,24.343,24.317,24.304,24.292,24.279,24.292,24.317,24.355,24.355,24.317,24.279,24.241,24.215,24.215,24.215,24.241,24.228,24.215,24.19,24.164,24.151,24.139,24.126,24.113,24.151,24.202,24.19,24.139,24.151,24.241,24.266,24.215,24.177
,23.896,23.896,23.883,23.871,23.871,23.909,23.947,23.973,23.96,23.986,24.024,24.037,24.037,24.049,24.088,24.088,24.062,24.037,24.024,24.037,24.062,24.075,24.075,24.088,24.113,24.126,24.126,24.113,24.1,24.1,24.113,24.1,24.075,24.049,24.037,24.037,24.037,24.024,23.998,23.998,24.024,24.075,24.126,24.164,24.19,24.228,24.292,24.317,24.292,24.266,24.241,24.266,24.343,24.355,24.33,24.317,24.33,24.33,24.33,24.355,24.406,24.457,24.47,24.482,24.482,24.457,24.419,24.406,24.444,24.457,24.444,24.432,24.406,24.444,24.533,24.546,24.508,24.482,24.495,24.508,24.508,24.546,24.584,24.597,24.597,24.597,24.571,24.571,24.571,24.533,24.482,24.482,24.533,24.559,24.571,24.584,24.597,24.609,24.622,24.635,24.647,24.647,24.647,24.609,24.546,24.546,24.597,24.647,24.66,24.647,24.647,24.66,24.711,24.724,24.711,24.711,24.736,24.749,24.749,24.736,24.698,24.66,24.597,24.571,24.571,24.584,24.597,24.622,24.635,24.571,24.457,24.381,24.368,24.292,24.164,24.062,24.024,23.998,23.973,23.947,23.922,23.896,23.883,23.858,23.832,23.832,23.871,23.871,23.845,23.858,23.883,23.883,23.858,23.807,23.755,23.755,23.819,23.845,23.819,23.832,23.883,23.909,23.883,23.858,23.845,23.832,23.819,23.832,23.871,23.883,23.883,23.896,23.96,24.024,24.088,24.088,24.037,24.049,24.151,24.228,24.292,24.343,24.393,24.432,24.457,24.482,24.495,24.508,24.508,24.482,24.444,24.393,24.317,24.304,24.355,24.457,24.584,24.736,24.888,24.99,25.065,25.192,25.343,25.469,25.544,25.519,25.431,25.33,25.255,25.217,25.217,25.242,25.28,25.343,25.431,25.456,25.431,25.381,25.33,25.267,25.192,25.154,25.129,25.116,25.103,25.078,25.065,25.053,25.04,25.015,24.977,24.926,24.876,24.825,24.8,24.774,24.736,24.711,24.711,24.673,24.635,24.647,24.724,24.736,24.698,24.66,24.635,24.622,24.635,24.622,24.597,24.546,24.47,24.419,24.406,24.368,24.317,24.317,24.355,24.368,24.343,24.317,24.304,24.317,24.355,24.381,24.393,24.393,24.368,24.355,24.368,24.355,24.33,24.304,24.292,24.292,24.279,24.292,24.304,24.317,24.33,24.317,24.266,24.253,24.253,24.279,24.304,24.33,24.343,24.343,24.343,24.33,24.304,24.304,24.33,24.33,24.317,24.279,24.228,24.202,24.215,24.215,24.215,24.202,24.177,24.151,24.151,24.139,24.126,24.113,24.113,24.151,24.228,24.215,24.126,24.126,24.215,24.253,24.215,24.19
,23.819,23.845,23.896,23.909,23.922,23.934,23.973,23.986,23.973,23.973,23.998,24.011,23.998,24.037,24.113,24.126,24.1,24.075,24.088,24.1,24.1,24.088,24.088,24.1,24.139,24.139,24.113,24.1,24.126,24.139,24.139,24.126,24.075,24.062,24.062,24.088,24.1,24.088,24.037,24.011,24.011,24.062,24.151,24.202,24.202,24.241,24.317,24.33,24.292,24.279,24.292,24.317,24.343,24.355,24.33,24.343,24.381,24.393,24.381,24.381,24.393,24.406,24.444,24.495,24.559,24.559,24.508,24.482,24.482,24.495,24.508,24.482,24.432,24.432,24.508,24.546,24.546,24.546,24.546,24.546,24.546,24.571,24.597,24.597,24.571,24.571,24.609,24.635,24.622,24.597,24.533,24.521,24.559,24.597,24.635,24.647,24.647,24.647,24.673,24.673,24.673,24.686,24.698,24.647,24.559,24.533,24.584,24.635,24.698,24.698,24.673,24.686,24.749,24.774,24.774,24.749,24.736,24.736,24.749,24.749,24.711,24.673,24.622,24.609,24.609,24.609,24.609,24.635,24.647,24.584,24.444,24.406,24.457,24.406,24.241,24.113,24.049,24.024,24.011,23.986,23.947,23.922,23.922,23.922,23.896,23.883,23.883,23.871,23.858,23.871,23.909,23.934,23.947,23.896,23.794,23.768,23.845,23.871,23.845,23.871,23.922,23.934,23.883,23.845,23.832,23.807,23.794,23.807,23.858,23.909,23.96,23.998,24.024,24.037,24.037,24.049,24.075,24.139,24.228,24.279,24.279,24.304,24.368,24.419,24.457,24.47,24.457,24.457,24.47,24.457,24.419,24.355,24.292,24.279,24.317,24.432,24.597,24.774,24.939,25.065,25.179,25.293,25.431,25.532,25.595,25.595,25.57,25.469,25.33,25.267,25.293,25.293,25.293,25.343,25.419,25.431,25.393,25.356,25.33,25.267,25.192,25.166,25.179,25.192,25.179,25.154,25.129,25.129,25.141,25.091,24.99,24.914,24.901,24.876,24.838,24.812,24.787,24.774,24.774,24.736,24.686,24.686,24.724,24.736,24.711,24.686,24.647,24.635,24.647,24.647,24.609,24.559,24.47,24.432,24.419,24.381,24.317,24.317,24.381,24.406,24.381,24.368,24.393,24.406,24.406,24.406,24.393,24.393,24.393,24.393,24.393,24.381,24.355,24.317,24.279,24.253,24.266,24.279,24.304,24.317,24.317,24.317,24.317,24.292,24.253,24.228,24.253,24.292,24.355,24.406,24.432,24.381,24.304,24.266,24.292,24.304,24.292,24.253,24.215,24.215,24.241,24.241,24.19,24.164,24.177,24.177,24.177,24.164,24.139,24.126,24.126,24.177,24.241,24.241,24.151,24.126,24.151,24.177,24.19,24.19
,23.794,23.819,23.871,23.896,23.922,23.947,23.986,23.986,23.986,23.973,23.986,23.998,23.998,24.049,24.113,24.126,24.1,24.088,24.113,24.126,24.126,24.113,24.088,24.1,24.126,24.139,24.113,24.126,24.164,24.19,24.177,24.164,24.139,24.113,24.1,24.113,24.126,24.113,24.062,24.024,24.011,24.062,24.151,24.202,24.215,24.253,24.317,24.343,24.33,24.33,24.343,24.355,24.381,24.381,24.368,24.393,24.419,24.432,24.419,24.419,24.432,24.444,24.47,24.521,24.597,24.635,24.597,24.559,24.521,24.521,24.546,24.533,24.495,24.482,24.521,24.546,24.584,24.609,24.609,24.597,24.571,24.584,24.609,24.622,24.597,24.609,24.647,24.673,24.686,24.647,24.584,24.571,24.622,24.66,24.686,24.698,24.686,24.698,24.698,24.711,24.711,24.724,24.724,24.686,24.622,24.597,24.635,24.686,24.724,24.736,24.724,24.736,24.787,24.812,24.8,24.787,24.787,24.762,24.749,24.724,24.711,24.686,24.673,24.66,24.647,24.647,24.647,24.673,24.673,24.622,24.508,24.47,24.508,24.444,24.292,24.164,24.088,24.062,24.062,24.037,23.973,23.96,23.973,23.973,23.947,23.922,23.909,23.896,23.896,23.909,23.934,23.973,23.998,23.96,23.871,23.845,23.871,23.896,23.896,23.896,23.922,23.922,23.883,23.858,23.832,23.807,23.781,23.794,23.858,23.922,23.973,24.011,24.037,24.037,24.037,24.049,24.113,24.177,24.253,24.292,24.304,24.33,24.355,24.393,24.432,24.444,24.419,24.419,24.419,24.393,24.355,24.317,24.279,24.266,24.292,24.393,24.584,24.8,24.99,25.154,25.28,25.393,25.519,25.62,25.683,25.72,25.72,25.62,25.444,25.343,25.318,25.318,25.305,25.33,25.381,25.393,25.368,25.356,25.343,25.293,25.217,25.192,25.217,25.242,25.217,25.192,25.179,25.179,25.192,25.129,25.015,24.939,24.914,24.888,24.863,24.838,24.825,24.825,24.812,24.787,24.749,24.736,24.736,24.736,24.736,24.711,24.686,24.66,24.647,24.635,24.622,24.584,24.521,24.47,24.432,24.381,24.33,24.33,24.393,24.432,24.419,24.419,24.444,24.457,24.457,24.444,24.419,24.419,24.419,24.432,24.419,24.406,24.381,24.355,24.33,24.292,24.279,24.279,24.304,24.304,24.279,24.279,24.317,24.317,24.266,24.253,24.266,24.304,24.33,24.368,24.393,24.381,24.304,24.279,24.304,24.304,24.279,24.241,24.202,24.215,24.253,24.253,24.202,24.177,24.19,24.202,24.202,24.19,24.139,24.126,24.139,24.19,24.253,24.253,24.19,24.151,24.139,24.151,24.177,24.19
,23.832,23.832,23.819,23.845,23.896,23.934,23.96,23.973,23.986,23.986,23.986,24.011,24.062,24.1,24.1,24.088,24.075,24.088,24.1,24.126,24.151,24.139,24.1,24.088,24.113,24.126,24.139,24.177,24.228,24.241,24.215,24.215,24.241,24.215,24.151,24.1,24.088,24.075,24.049,24.024,24.024,24.062,24.139,24.19,24.228,24.253,24.292,24.343,24.393,24.406,24.393,24.406,24.432,24.444,24.444,24.444,24.444,24.432,24.432,24.47,24.546,24.571,24.559,24.571,24.609,24.647,24.647,24.622,24.559,24.546,24.571,24.597,24.609,24.597,24.559,24.559,24.609,24.647,24.673,24.647,24.584,24.571,24.622,24.66,24.673,24.686,24.698,24.711,24.724,24.698,24.635,24.635,24.698,24.724,24.711,24.711,24.736,24.749,24.736,24.736,24.762,24.762,24.749,24.724,24.698,24.711,24.749,24.762,24.762,24.762,24.762,24.787,24.812,24.825,24.8,24.812,24.863,24.838,24.749,24.698,24.686,24.711,24.736,24.724,24.673,24.66,24.698,24.736,24.736,24.698,24.622,24.559,24.495,24.419,24.33,24.215,24.126,24.088,24.088,24.075,24.037,24.011,24.011,23.998,23.96,23.947,23.947,23.947,23.947,23.96,23.973,23.986,24.011,23.998,23.973,23.934,23.922,23.922,23.947,23.934,23.883,23.858,23.871,23.871,23.858,23.832,23.781,23.794,23.871,23.909,23.922,23.947,23.986,24.037,24.075,24.113,24.151,24.19,24.228,24.292,24.368,24.393,24.368,24.368,24.368,24.381,24.393,24.381,24.355,24.33,24.292,24.279,24.279,24.266,24.266,24.355,24.546,24.787,25.04,25.23,25.356,25.482,25.607,25.72,25.796,25.858,25.858,25.771,25.582,25.431,25.33,25.293,25.305,25.318,25.33,25.356,25.381,25.406,25.381,25.33,25.255,25.23,25.255,25.255,25.217,25.192,25.192,25.192,25.179,25.141,25.078,24.99,24.914,24.863,24.863,24.863,24.85,24.838,24.825,24.812,24.825,24.8,24.749,24.736,24.749,24.749,24.736,24.698,24.635,24.609,24.622,24.622,24.597,24.546,24.457,24.406,24.381,24.381,24.419,24.444,24.47,24.457,24.444,24.444,24.47,24.47,24.47,24.47,24.47,24.457,24.444,24.419,24.406,24.419,24.432,24.406,24.317,24.279,24.304,24.292,24.241,24.241,24.292,24.317,24.317,24.33,24.355,24.33,24.266,24.241,24.266,24.292,24.304,24.33,24.381,24.355,24.279,24.215,24.202,24.215,24.241,24.253,24.228,24.215,24.228,24.228,24.228,24.202,24.151,24.126,24.139,24.19,24.241,24.253,24.228,24.202,24.19,24.19,24.177,24.177
,23.871,23.858,23.819,23.845,23.909,23.947,23.947,23.96,23.986,23.998,23.998,24.037,24.113,24.139,24.1,24.075,24.075,24.1,24.113,24.139,24.177,24.177,24.164,24.151,24.151,24.164,24.164,24.19,24.228,24.228,24.228,24.253,24.292,24.279,24.19,24.113,24.075,24.049,24.037,24.037,24.049,24.075,24.113,24.164,24.202,24.228,24.253,24.317,24.406,24.444,24.432,24.432,24.457,24.47,24.482,24.47,24.457,24.457,24.457,24.508,24.584,24.635,24.622,24.622,24.635,24.66,24.686,24.673,24.622,24.584,24.584,24.609,24.635,24.635,24.597,24.584,24.622,24.66,24.686,24.673,24.635,24.622,24.635,24.673,24.724,24.749,24.724,24.724,24.736,24.724,24.698,24.698,24.736,24.749,24.736,24.736,24.774,24.787,24.762,24.762,24.8,24.8,24.762,24.736,24.749,24.762,24.774,24.774,24.774,24.787,24.812,24.838,24.838,24.825,24.812,24.838,24.888,24.863,24.774,24.724,24.711,24.724,24.749,24.736,24.686,24.686,24.724,24.762,24.774,24.749,24.698,24.622,24.546,24.47,24.393,24.292,24.164,24.1,24.1,24.1,24.1,24.075,24.049,24.011,23.973,23.96,23.96,23.96,23.973,23.973,23.986,23.998,24.011,24.037,24.049,24.024,23.96,23.96,23.986,23.96,23.883,23.845,23.871,23.896,23.896,23.871,23.819,23.832,23.871,23.909,23.922,23.947,23.986,24.037,24.1,24.139,24.164,24.202,24.253,24.317,24.381,24.393,24.368,24.343,24.355,24.368,24.381,24.381,24.343,24.304,24.279,24.266,24.253,24.241,24.241,24.317,24.482,24.736,25.04,25.255,25.368,25.482,25.62,25.746,25.858,25.921,25.921,25.833,25.695,25.532,25.393,25.318,25.343,25.33,25.305,25.33,25.393,25.419,25.406,25.368,25.305,25.267,25.28,25.242,25.192,25.179,25.217,25.217,25.192,25.166,25.129,25.053,24.964,24.901,24.901,24.901,24.901,24.888,24.85,24.85,24.863,24.838,24.762,24.736,24.762,24.774,24.787,24.736,24.66,24.622,24.622,24.647,24.66,24.609,24.508,24.444,24.432,24.432,24.444,24.457,24.457,24.444,24.419,24.432,24.47,24.508,24.521,24.521,24.495,24.495,24.482,24.47,24.444,24.444,24.457,24.419,24.343,24.292,24.304,24.279,24.241,24.228,24.279,24.317,24.33,24.355,24.368,24.33,24.253,24.215,24.228,24.266,24.304,24.343,24.368,24.355,24.292,24.228,24.19,24.19,24.241,24.253,24.228,24.228,24.253,24.253,24.241,24.202,24.151,24.139,24.164,24.202,24.228,24.241,24.253,24.253,24.241,24.215,24.19,24.177
