Parameters:,Emissivity:,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Distance:,1.0 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21.966,21.916,21.905,22.043,21.955,22.021,21.949,21.993,22.07,22.021,22.076,22.021,22.081,22.087,22.153,22.037,22.032,21.921,21.993,22.114,22.054,22.125,22.07,22.208,22.109,22.153,22.081,22.258,22.043,22.186,22.103,22.148,22.164,22.192,22.225,22.186,22.307,22.186,22.164,22.159,22.136,22.131,22.214,22.12,22.225,22.142,22.263,22.164,22.07,22.136,22.225,22.148,22.142,22.263,22.291,22.203,22.142,22.274,22.263,22.159,22.219,22.219,22.148,22.197,22.225,22.258,22.252,22.236,22.318,22.153,22.351,22.324,22.324,22.192,22.329,22.433,22.241,22.214,22.175,22.357,22.329,22.406,22.362,22.302,22.362,22.313,22.384,22.28,22.34,22.285,22.368,22.39,22.499,22.384,22.346,22.51,22.406,22.351,22.362,22.423,22.346,22.346,22.285,22.351,22.362,22.197,22.318,22.324,22.192,22.225,22.263,22.148,22.186,22.12,22.159,22.136,22.23,22.153,22.153,22.181,22.109,22.109,22.12,22.109,22.114,22.131,22.103,22.015,22.092,22.081,22.12,22.159,22.076,22.087,22.225,22.12,22.114,22.109,22.131,22.131,22.103,22.037,22.12,22.081,22.065,22.125,22.098,22.153,22.103,22.247,22.203,22.159,22.269,22.159,22.192,22.159,22.175,22.252,22.214,22.263,22.269,22.225,22.181,22.203,22.142,22.313,22.192,22.241,22.247,22.241,22.302,22.219,22.274,22.291,22.23,22.203,22.225,22.269,22.263,22.23,22.236,22.269,22.247,22.192,22.269,22.192,22.065,22.164,22.214,22.186,22.225,22.23,22.285,22.153,22.131,22.175,22.175,22.125,22.192,22.197,22.241,22.181,22.208,22.236,22.114,22.153,22.241,22.219,22.252,22.258,22.186,22.181,22.241,22.335,22.17,22.329,22.23,22.23,22.39,22.269,22.296,22.296,22.351,22.39,22.236,22.313,22.296,22.318,22.164,22.252,22.307,22.225,22.269,22.318,22.236,22.236,22.285,22.302,22.285,22.318,22.247,22.219,22.241,22.192,22.258,22.263,22.263,22.208,22.208,22.131,22.164,22.181,22.175,22.236,22.153,22.136,22.12,22.197,22.203,22.17,22.219,22.247,22.054,22.076,22.076,22.175,22.109,22.021,21.977,22.037,22.125,22.054,22.087,22.12,22.043,22.197,22.092,22.164,22.125,22.026,22.059,22.021,21.982,22.004,22.01,22.103,22.109,22.103,22.125,22.136,22.109,21.921,22.01,22.048,22.076,22.153,22.109,22.109,22.125,22.098,22.065,22.059,22.092,22.087,21.999,22.059,22.059,22.004,22.021,21.988,21.999,21.999,22.159,22.103,22.026,22.153,22.048,22.037,21.971,21.993
,21.927,21.96,21.955,21.949,22.004,22.004,22.103,22.043,22.032,22.087,22.098,22.026,22.109,22.015,22.054,22.043,22.098,22.043,22.114,22.004,21.993,22.148,22.103,22.186,22.07,22.159,22.065,22.192,22.07,22.181,22.17,22.142,22.159,22.114,22.214,22.203,22.291,22.153,22.114,22.197,22.125,22.142,22.192,22.214,22.197,22.197,22.219,22.087,22.12,22.219,22.247,22.236,22.208,22.236,22.285,22.164,22.181,22.269,22.192,22.159,22.197,22.28,22.252,22.225,22.258,22.098,22.153,22.291,22.263,22.324,22.241,22.241,22.12,22.28,22.395,22.269,22.258,22.368,22.401,22.488,22.307,22.373,22.362,22.362,22.269,22.368,22.51,22.346,22.34,22.357,22.362,22.384,22.351,22.428,22.324,22.428,22.433,22.313,22.373,22.428,22.346,22.291,22.285,22.203,22.329,22.34,22.357,22.379,22.263,22.28,22.252,22.269,22.313,22.17,22.175,22.186,22.17,22.17,22.081,22.175,22.214,22.109,22.136,22.07,22.17,22.037,22.087,21.993,22.142,22.015,22.081,22.153,22.136,22.109,22.07,22.048,22.021,22.148,22.175,22.192,22.136,22.114,22.048,22.125,22.076,22.175,22.103,22.148,22.23,22.148,22.142,22.192,22.241,22.28,22.17,22.208,22.247,22.203,22.148,22.219,22.098,22.153,22.208,22.159,22.219,22.181,22.263,22.197,22.203,22.175,22.285,22.296,22.197,22.208,22.269,22.203,22.181,22.296,22.263,22.241,22.214,22.236,22.263,22.263,22.175,22.236,22.208,22.225,22.136,22.208,22.313,22.241,22.23,22.186,22.214,22.17,22.225,22.208,22.197,22.203,22.192,22.131,22.148,22.208,22.225,22.214,22.225,22.197,22.296,22.241,22.241,22.192,22.23,22.302,22.373,22.351,22.357,22.23,22.318,22.186,22.324,22.307,22.269,22.225,22.313,22.307,22.296,22.225,22.252,22.324,22.307,22.164,22.263,22.324,22.351,22.197,22.313,22.285,22.214,22.225,22.219,22.258,22.159,22.181,22.181,22.197,22.252,22.214,22.225,22.203,22.181,22.181,22.07,22.186,22.131,22.197,22.203,22.274,22.175,22.114,22.17,22.214,22.136,22.109,22.136,22.131,22.109,22.092,22.136,22.087,22.048,21.982,22.092,22.015,22.114,22.109,22.098,22.065,22.098,22.076,22.059,22.037,22.098,22.026,22.043,21.988,22.043,22.01,22.114,22.054,22.07,22.021,22.148,22.015,21.988,22.159,22.054,22.087,22.164,22.131,21.905,22.026,22.098,22.092,21.944,21.988,22.021,22.087,22.026,21.91,22.07,22.076,22.114,22.114,22.087,22.054,22.103,22.192,21.999,22.059
,21.888,21.905,22.004,21.982,21.999,21.96,21.993,21.955,21.905,22.076,22.026,22.059,22.076,22.07,21.982,22.059,22.004,22.004,22.136,22.07,22.032,22.114,22.153,22.076,22.103,22.225,22.214,22.142,22.12,22.214,22.175,22.153,22.131,22.225,22.148,22.076,22.148,22.17,22.131,22.17,22.01,22.153,22.175,22.136,22.181,22.148,22.186,22.087,22.252,22.17,22.098,22.103,22.175,22.274,22.087,22.296,22.175,22.263,22.269,22.23,22.125,22.23,22.192,22.109,22.131,22.192,22.197,22.236,22.274,22.153,22.225,22.269,22.296,22.324,22.285,22.247,22.318,22.395,22.362,22.395,22.406,22.401,22.384,22.351,22.379,22.285,22.466,22.433,22.384,22.466,22.34,22.219,22.329,22.428,22.444,22.423,22.39,22.406,22.401,22.433,22.384,22.351,22.395,22.324,22.197,22.335,22.291,22.357,22.351,22.351,22.296,22.269,22.17,22.159,22.142,22.109,22.081,22.164,22.131,22.098,22.026,22.098,21.993,22.114,21.955,22.098,22.131,22.131,22.148,22.148,22.197,22.065,22.021,22.125,22.032,22.241,22.236,22.125,22.037,22.142,22.175,22.17,22.076,22.07,22.219,22.07,22.125,22.142,22.197,22.153,22.148,22.219,22.274,22.148,22.181,22.219,22.247,22.302,22.175,22.296,22.241,22.219,22.186,22.142,22.17,22.186,22.17,22.269,22.214,22.203,22.225,22.214,22.203,22.241,22.263,22.214,22.236,22.252,22.175,22.219,22.318,22.23,22.175,22.236,22.28,22.142,22.192,22.136,22.181,22.181,22.219,22.175,22.247,22.17,22.159,22.164,22.214,22.186,22.252,22.258,22.258,22.214,22.214,22.269,22.203,22.274,22.252,22.241,22.247,22.203,22.159,22.335,22.219,22.373,22.39,22.302,22.373,22.214,22.269,22.208,22.28,22.164,22.318,22.318,22.258,22.417,22.203,22.247,22.192,22.351,22.252,22.329,22.175,22.225,22.412,22.34,22.285,22.318,22.324,22.225,22.324,22.274,22.247,22.219,22.219,22.247,22.236,22.263,22.285,22.197,22.208,22.12,22.109,22.164,22.197,22.17,22.197,22.125,22.192,22.236,22.203,22.103,22.164,22.087,22.142,22.164,22.258,22.087,22.125,22.059,22.059,22.148,22.109,22.048,22.081,22.114,22.065,22.021,22.054,22.092,21.988,22.037,22.065,22.103,22.065,22.136,21.993,22.015,22.054,22.098,22.114,21.927,22.131,22.081,22.043,21.971,22.186,22.098,22.192,22.236,22.103,22.148,22.092,22.032,22.048,22.026,22.015,21.916,22.059,21.993,22.004,22.17,22.004,21.955,22.048,21.955,22.032,21.999,22.004,22.054
,21.977,21.905,21.988,21.999,22.01,21.993,22.136,22.01,22.059,22.054,22.125,21.999,22.131,22.164,22.01,22.148,22.164,22.07,22.054,22.12,22.148,22.092,22.175,22.142,22.159,22.208,22.103,22.208,22.125,22.181,22.192,22.131,22.357,22.092,22.159,22.208,22.219,22.131,22.296,22.092,22.148,22.159,22.114,22.23,22.114,22.164,22.12,22.142,22.252,22.109,22.291,22.241,22.225,22.23,22.263,22.34,22.28,22.269,22.263,22.17,22.197,22.208,22.324,22.252,22.148,22.247,22.247,22.263,22.197,22.192,22.219,22.269,22.318,22.313,22.395,22.318,22.269,22.384,22.45,22.406,22.373,22.357,22.45,22.461,22.45,22.313,22.39,22.373,22.428,22.428,22.428,22.477,22.455,22.444,22.384,22.433,22.412,22.373,22.439,22.318,22.313,22.285,22.302,22.368,22.324,22.335,22.379,22.258,22.285,22.313,22.269,22.329,22.324,22.197,22.186,22.296,22.142,22.103,22.048,22.076,22.12,22.131,22.125,22.17,22.098,22.114,22.181,22.153,22.081,22.125,22.175,22.12,22.076,22.092,22.148,22.087,22.109,22.175,22.186,22.214,22.247,22.12,22.247,22.208,22.087,22.164,22.181,22.153,22.148,22.17,22.175,22.17,22.203,22.274,22.136,22.197,22.252,22.203,22.236,22.241,22.28,22.181,22.197,22.164,22.175,22.164,22.159,22.258,22.197,22.219,22.225,22.159,22.219,22.181,22.285,22.236,22.225,22.285,22.203,22.296,22.302,22.258,22.225,22.219,22.192,22.241,22.192,22.285,22.225,22.186,22.181,22.181,22.23,22.203,22.23,22.192,22.186,22.181,22.153,22.087,22.285,22.125,22.214,22.12,22.214,22.159,22.313,22.28,22.351,22.346,22.351,22.285,22.313,22.252,22.346,22.351,22.307,22.302,22.252,22.192,22.241,22.318,22.241,22.219,22.318,22.258,22.252,22.302,22.324,22.247,22.335,22.269,22.296,22.455,22.362,22.307,22.313,22.302,22.23,22.241,22.291,22.302,22.263,22.23,22.285,22.346,22.252,22.148,22.219,22.164,22.153,22.241,22.17,22.219,22.23,22.148,22.214,22.263,22.159,22.241,22.153,22.076,22.103,22.098,22.153,22.17,22.043,22.087,22.07,22.087,22.087,22.109,22.131,22.026,22.153,22.17,22.203,22.098,22.136,22.076,22.114,22.032,22.092,22.092,22.07,22.142,22.081,22.081,22.148,21.927,22.109,21.955,22.081,21.982,21.988,22.114,22.142,22.103,22.136,22.087,22.148,22.098,22.109,21.971,21.982,21.949,22.048,21.971,21.955,22.032,21.949,21.927,22.059,22.043,22.103,22.059,22.203,22.208,22.098,22.065
,21.966,21.971,21.927,21.971,21.988,21.899,21.982,22.065,21.993,22.032,22.07,22.076,22.076,22.109,22.098,22.131,22.148,22.059,22.07,22.081,22.065,22.131,22.103,22.092,22.114,22.131,22.17,22.136,22.192,22.059,22.148,22.109,22.092,22.136,22.175,22.164,22.125,22.087,22.148,22.197,22.109,22.109,22.192,22.181,22.186,22.17,22.125,22.103,22.181,22.225,22.164,22.23,22.23,22.197,22.269,22.252,22.247,22.148,22.28,22.302,22.225,22.291,22.285,22.302,22.192,22.247,22.175,22.285,22.258,22.247,22.252,22.324,22.307,22.291,22.346,22.401,22.269,22.455,22.455,22.516,22.494,22.401,22.401,22.324,22.313,22.39,22.346,22.34,22.368,22.362,22.373,22.488,22.444,22.472,22.433,22.428,22.379,22.313,22.428,22.406,22.362,22.362,22.395,22.406,22.329,22.401,22.433,22.362,22.368,22.313,22.291,22.34,22.285,22.357,22.159,22.236,22.236,22.197,22.192,22.087,22.175,22.159,22.142,22.07,22.131,22.092,21.971,22.142,22.181,22.136,22.142,22.07,22.103,22.037,22.175,22.148,22.043,22.23,22.109,22.236,22.17,22.148,22.048,22.192,22.131,22.236,22.164,22.098,22.159,22.236,22.159,22.131,22.148,22.236,22.324,22.236,22.181,22.252,22.214,22.181,22.219,22.203,22.192,22.175,22.203,22.208,22.17,22.192,22.252,22.203,22.225,22.214,22.329,22.208,22.274,22.236,22.203,22.214,22.296,22.208,22.28,22.263,22.28,22.17,22.225,22.241,22.263,22.269,22.17,22.214,22.225,22.214,22.192,22.219,22.186,22.164,22.225,22.092,22.247,22.192,22.12,22.208,22.252,22.236,22.28,22.197,22.192,22.236,22.269,22.274,22.258,22.159,22.252,22.329,22.285,22.329,22.252,22.219,22.291,22.181,22.197,22.263,22.186,22.263,22.274,22.214,22.23,22.208,22.258,22.274,22.307,22.329,22.274,22.307,22.417,22.368,22.274,22.258,22.28,22.313,22.252,22.153,22.192,22.307,22.274,22.269,22.23,22.28,22.263,22.136,22.258,22.197,22.247,22.252,22.252,22.225,22.17,22.307,22.181,22.23,22.148,22.17,22.17,22.059,22.192,22.17,22.037,22.103,22.081,22.148,22.114,21.993,22.092,22.087,22.065,22.23,22.07,22.054,21.982,22.081,22.092,22.07,22.004,21.966,22.065,22.048,22.07,22.026,22.043,22.12,21.982,22.142,22.197,22.01,22.07,22.142,22.087,22.087,22.004,22.081,22.037,22.208,22.021,22.004,22.026,21.927,21.944,22.17,21.932,21.96,22.032,21.932,21.966,22.076,22.081,22.12,22.136,22.037,22.092,22.043
,21.916,21.982,22.01,21.894,21.993,21.971,21.927,21.839,22.103,22.175,22.081,22.065,21.999,22.054,22.092,22.125,22.103,22.131,22.087,22.109,22.125,22.103,22.032,22.092,22.197,22.131,22.153,22.048,22.236,22.203,22.192,22.192,22.17,22.17,22.175,22.136,22.197,22.092,22.17,22.17,22.092,21.993,22.109,22.125,22.181,22.087,22.148,22.159,22.23,22.186,22.159,22.197,22.236,22.291,22.203,22.208,22.258,22.247,22.302,22.285,22.142,22.219,22.225,22.274,22.23,22.247,22.28,22.241,22.269,22.252,22.225,22.384,22.384,22.357,22.329,22.439,22.417,22.423,22.236,22.483,22.335,22.477,22.455,22.335,22.368,22.329,22.379,22.291,22.455,22.554,22.335,22.395,22.428,22.406,22.351,22.494,22.466,22.412,22.417,22.423,22.274,22.39,22.379,22.417,22.357,22.373,22.384,22.329,22.346,22.291,22.28,22.307,22.302,22.335,22.192,22.291,22.23,22.197,22.247,22.148,22.07,22.098,22.136,22.208,22.136,22.109,22.07,22.159,22.114,22.076,22.125,22.164,22.136,22.164,22.125,22.026,22.048,22.17,22.076,22.164,22.203,22.087,22.148,22.159,22.203,22.181,22.241,22.103,22.296,22.092,22.087,22.175,22.203,22.092,22.23,22.214,22.153,22.181,22.214,22.258,22.214,22.269,22.142,22.17,22.164,22.164,22.197,22.219,22.252,22.208,22.263,22.23,22.23,22.203,22.23,22.17,22.307,22.252,22.214,22.258,22.203,22.186,22.236,22.219,22.192,22.131,22.247,22.219,22.203,22.186,22.192,22.296,22.23,22.219,22.175,22.186,22.17,22.302,22.208,22.192,22.186,22.219,22.291,22.197,22.203,22.329,22.313,22.346,22.307,22.214,22.313,22.302,22.252,22.329,22.423,22.252,22.285,22.258,22.247,22.252,22.269,22.296,22.225,22.208,22.197,22.208,22.241,22.263,22.263,22.373,22.285,22.335,22.252,22.247,22.274,22.296,22.362,22.357,22.241,22.208,22.346,22.175,22.269,22.192,22.17,22.252,22.241,22.203,22.164,22.252,22.203,22.28,22.252,22.203,22.192,22.186,22.136,22.225,22.186,22.197,22.142,22.065,22.076,22.192,22.109,22.175,22.12,22.114,22.098,22.114,22.004,22.175,22.048,22.048,22.059,22.103,22.12,22.12,22.081,22.081,22.07,22.109,22.004,22.021,21.999,22.081,21.949,22.059,22.07,22.148,22.004,22.081,22.087,22.114,22.043,21.993,22.131,22.081,22.125,21.971,22.103,22.037,22.103,22.01,22.037,21.993,21.982,21.927,21.932,21.872,22.026,22.241,22.081,22.043,22.125,22.103,22.01,22.032,22.01,21.993
,21.894,22.004,21.96,22.021,21.927,21.894,22.037,21.872,22.048,22.081,22.081,22.07,22.081,22.026,22.164,22.103,22.136,22.175,22.048,22.208,22.098,22.175,22.208,22.175,22.208,22.17,22.125,22.214,22.07,22.098,22.252,22.164,22.098,22.131,22.17,22.252,22.159,22.037,22.17,22.076,22.12,22.136,22.197,22.12,22.076,22.197,22.164,22.065,22.142,22.197,22.197,22.203,22.269,22.208,22.131,22.214,22.181,22.23,22.197,22.236,22.247,22.131,22.186,22.159,22.247,22.175,22.285,22.302,22.296,22.318,22.247,22.274,22.247,22.258,22.373,22.296,22.313,22.296,22.318,22.483,22.395,22.335,22.28,22.236,22.296,22.269,22.291,22.214,22.263,22.401,22.395,22.351,22.39,22.428,22.351,22.461,22.472,22.395,22.455,22.39,22.395,22.357,22.307,22.417,22.362,22.357,22.346,22.357,22.329,22.302,22.412,22.318,22.307,22.324,22.269,22.208,22.159,22.274,22.208,22.125,22.054,22.186,22.059,22.131,22.109,22.131,22.114,22.181,22.153,22.136,22.131,22.131,22.01,22.109,22.186,22.109,22.12,22.208,22.186,22.026,22.087,22.076,22.081,22.136,22.054,22.037,22.098,22.175,22.092,22.153,22.092,22.219,22.192,22.23,22.159,22.103,22.164,22.263,22.225,22.136,22.164,22.197,22.219,22.192,22.159,22.087,22.125,22.142,22.12,22.17,22.291,22.164,22.153,22.263,22.225,22.219,22.291,22.269,22.307,22.17,22.219,22.269,22.241,22.23,22.197,22.214,22.098,22.225,22.219,22.208,22.258,22.335,22.225,22.252,22.136,22.109,22.241,22.269,22.181,22.28,22.186,22.125,22.192,22.263,22.241,22.258,22.274,22.296,22.329,22.291,22.423,22.329,22.307,22.307,22.263,22.186,22.302,22.153,22.258,22.214,22.203,22.219,22.181,22.192,22.285,22.247,22.148,22.291,22.258,22.28,22.302,22.269,22.23,22.357,22.318,22.28,22.335,22.291,22.302,22.274,22.28,22.28,22.103,22.274,22.296,22.247,22.263,22.208,22.197,22.175,22.28,22.263,22.17,22.197,22.203,22.103,22.186,22.214,22.269,22.054,22.192,22.148,22.17,22.153,22.225,22.103,21.993,22.01,22.109,22.12,22.114,21.999,22.026,21.999,22.087,22.109,22.181,22.076,22.076,22.131,22.01,22.125,22.048,21.932,21.905,22.048,22.087,21.966,22.054,22.076,21.944,22.004,22.103,21.927,22.015,22.092,22.076,22.004,22.12,22.087,21.988,22.037,22.021,22.048,22.037,22.092,21.927,22.021,22.214,21.828,22.048,22.043,21.977,21.971,22.12,22.032,22.059,21.993,21.955,21.938
,21.921,21.916,22.037,22.054,21.883,22.07,21.955,22.043,22.125,22.021,22.164,22.032,22.164,22.048,22.048,22.037,22.153,22.125,22.103,22.12,22.12,22.192,22.136,22.136,22.225,22.186,22.065,22.037,22.241,22.17,22.037,22.181,22.197,22.12,22.004,22.192,22.081,22.153,21.988,22.114,22.026,22.136,22.059,22.175,22.214,22.109,22.225,22.026,22.153,22.269,22.203,22.269,22.186,22.148,22.263,22.346,22.318,22.274,22.175,22.192,22.197,22.274,22.252,22.181,22.263,22.142,22.109,22.313,22.252,22.197,22.296,22.192,22.219,22.357,22.291,22.23,22.313,22.357,22.499,22.329,22.329,22.34,22.324,22.208,22.252,22.269,22.054,22.214,22.23,22.236,22.241,22.296,22.428,22.423,22.466,22.461,22.428,22.45,22.516,22.483,22.384,22.368,22.401,22.412,22.428,22.428,22.329,22.346,22.401,22.296,22.318,22.401,22.329,22.258,22.208,22.23,22.241,22.203,22.136,22.054,22.219,22.208,22.148,22.186,22.131,22.164,22.021,22.087,22.054,22.065,22.092,22.065,22.109,22.148,22.103,22.153,22.125,22.203,22.065,22.081,22.048,22.043,22.114,22.159,22.048,22.032,22.153,22.148,22.136,22.092,22.12,22.142,22.153,22.164,22.23,22.269,22.17,22.23,22.175,22.208,22.081,22.109,22.164,22.148,22.192,22.181,22.247,22.197,22.148,22.236,22.269,22.208,22.241,22.247,22.263,22.241,22.291,22.324,22.269,22.23,22.236,22.192,22.258,22.214,22.208,22.17,22.269,22.263,22.28,22.329,22.225,22.258,22.208,22.197,22.186,22.186,22.192,22.247,22.17,22.252,22.269,22.219,22.285,22.236,22.269,22.307,22.247,22.236,22.307,22.302,22.313,22.406,22.241,22.368,22.368,22.406,22.307,22.247,22.285,22.203,22.241,22.225,22.208,22.12,22.186,22.241,22.236,22.087,22.291,22.291,22.401,22.291,22.302,22.291,22.296,22.291,22.291,22.318,22.296,22.313,22.296,22.214,22.329,22.236,22.175,22.098,22.236,22.291,22.081,22.192,22.219,22.247,22.203,22.186,22.197,22.203,22.192,22.214,22.131,22.175,22.186,22.136,22.015,22.175,22.241,22.148,22.103,22.065,22.048,22.048,22.12,22.026,22.148,22.021,22.136,22.148,22.103,22.07,22.065,22.048,22.065,22.098,22.065,22.087,22.087,22.159,21.982,22.037,22.081,21.944,21.993,22.103,22.081,22.015,21.988,22.048,22.153,22.01,22.07,22.114,22.048,22.021,22.059,22.026,22.059,22.087,21.988,22.021,22.021,21.988,22.136,21.988,22.004,22.148,22.021,22.043,22.01,22.098,22.054,22.054
,21.894,21.955,21.993,22.043,21.96,21.944,22.081,22.032,22.015,22.081,22.048,22.092,22.059,22.076,22.07,22.087,22.054,22.015,22.136,22.208,22.07,22.109,22.159,22.07,22.12,22.12,22.214,22.081,22.07,22.214,22.032,22.153,22.081,22.23,22.114,22.23,22.236,22.114,22.081,22.092,22.01,22.004,22.17,22.142,22.197,22.164,22.225,22.175,22.07,22.181,22.148,22.269,22.203,22.219,22.17,22.197,22.258,22.258,22.219,22.164,22.236,22.153,22.28,22.175,22.01,22.142,22.329,22.214,22.302,22.197,22.142,22.153,22.092,22.032,22.175,22.164,22.181,22.285,22.313,22.329,22.417,22.302,22.125,22.142,22.148,21.966,21.888,21.955,21.955,21.866,22.01,22.159,22.241,22.472,22.395,22.368,22.395,22.423,22.444,22.417,22.142,22.335,22.335,22.313,22.379,22.329,22.28,22.384,22.395,22.324,22.351,22.307,22.241,22.346,22.351,22.219,22.142,22.258,22.181,22.203,22.186,22.142,22.125,22.148,22.136,22.054,22.159,22.131,22.125,22.125,22.081,22.12,22.098,22.087,22.142,22.159,22.159,22.164,22.054,22.092,22.186,22.043,22.148,22.12,22.208,22.114,22.12,22.164,22.048,22.175,22.12,22.181,22.131,22.192,22.225,22.125,22.048,22.153,22.12,22.203,22.153,22.159,22.181,22.17,22.175,22.192,22.175,22.181,22.192,22.274,22.17,22.131,22.159,22.269,22.247,22.247,22.23,22.225,22.225,22.197,22.291,22.186,22.285,22.241,22.186,22.23,22.236,22.214,22.258,22.219,22.241,22.247,22.219,22.17,22.258,22.197,22.208,22.208,22.197,22.175,22.186,22.324,22.269,22.208,22.274,22.219,22.208,22.313,22.236,22.274,22.362,22.351,22.291,22.324,22.307,22.263,22.269,22.247,22.175,22.026,22.109,22.203,22.186,22.17,22.236,22.164,22.263,22.159,22.307,22.274,22.296,22.274,22.269,22.291,22.28,22.34,22.208,22.324,22.258,22.219,22.313,22.219,22.203,22.103,22.175,22.136,22.23,22.258,22.175,22.153,22.164,22.214,22.131,22.175,22.285,22.269,22.098,22.219,22.236,22.302,22.148,22.142,22.032,22.142,22.081,22.142,22.12,21.993,22.098,22.087,21.988,22.087,22.054,22.136,22.092,22.026,22.087,22.098,22.109,22.059,22.065,22.037,22.059,22.037,21.999,22.07,21.905,21.988,22.065,21.988,21.899,22.01,21.971,21.977,22.032,21.971,22.032,22.032,22.12,22.043,22.197,22.07,22.032,22.004,21.999,21.839,21.872,22.054,22.015,21.828,21.944,22.114,21.921,21.966,22.12,21.977,21.988,22.021,22.153,21.955
,21.944,21.916,21.794,22.021,21.971,21.988,22.092,22.037,22.026,22.087,22.026,22.142,22.159,22.125,22.219,22.109,22.103,22.037,22.059,22.153,22.12,22.136,22.032,22.23,22.148,22.263,22.142,22.07,22.142,22.125,22.07,22.159,22.214,22.241,22.203,22.197,22.208,22.054,22.12,22.032,22.048,21.988,22.065,22.159,22.131,22.065,22.148,22.17,22.159,22.181,22.197,22.23,22.148,22.114,22.225,22.258,22.153,22.203,22.269,22.318,22.159,22.186,22.136,22.142,22.142,22.175,22.136,22.175,22.148,22.175,22.175,21.988,22.043,22.021,21.91,21.921,22.021,22.192,22.302,22.34,22.263,22.197,22.048,21.822,21.7,21.534,21.379,21.246,21.201,21.451,21.579,21.767,21.877,22.379,22.351,22.412,22.45,22.488,22.444,22.291,22.439,22.307,22.488,22.45,22.488,22.313,22.401,22.313,22.324,22.401,22.406,22.291,22.263,22.28,22.313,22.373,22.241,22.241,22.175,22.219,22.164,22.175,22.164,22.175,22.109,22.125,22.164,22.17,22.247,22.197,22.175,22.131,22.186,22.164,22.192,22.065,22.098,22.186,22.12,22.17,22.175,22.12,22.175,22.164,22.07,22.131,22.12,22.181,22.087,22.17,22.225,22.109,22.219,22.186,22.236,22.114,22.136,22.192,22.12,22.125,22.098,22.125,22.114,22.076,22.197,22.192,22.214,22.153,22.186,22.186,22.274,22.208,22.214,22.225,22.175,22.285,22.307,22.208,22.236,22.335,22.208,22.225,22.373,22.214,22.219,22.186,22.164,22.362,22.291,22.269,22.313,22.059,22.258,22.136,22.247,22.175,22.23,22.203,22.258,22.186,22.252,22.186,22.329,22.263,22.307,22.241,22.28,22.241,22.335,22.329,22.225,22.335,22.291,22.28,22.247,22.324,22.263,22.131,22.07,21.932,21.949,21.955,21.955,21.966,21.999,22.125,22.12,22.357,22.214,22.285,22.307,22.274,22.247,22.329,22.335,22.318,22.368,22.247,22.302,22.335,22.258,22.208,22.241,22.203,22.12,22.181,22.225,22.148,22.197,22.241,22.208,22.164,22.208,22.28,22.236,22.192,22.142,22.175,22.241,22.159,22.17,22.225,22.076,22.12,22.103,22.164,22.164,22.087,22.048,22.076,22.142,22.125,22.004,21.966,22.136,22.109,21.988,22.054,22.032,22.109,21.977,22.037,22.032,22.092,22.032,21.96,22.01,21.982,21.993,21.982,22.01,21.977,22.07,22.037,22.109,21.977,22.07,21.971,22.054,22.109,22.07,22.043,22.054,22.059,21.999,22.109,21.877,22.032,22.037,22.026,22.076,22.065,22.037,22.059,22.01,21.988,21.988,21.988,21.999,21.955
